Start Date,End Date,Response Type,Progress,Finished,School Year,Enrollment,Residence,Primary Gender Identity,Cleaned Gender,Race,Hispanic or Latino,Orientation,Contraceptives Availability at UMR,Comfortable Buying Contraceptives,UMR Safe and Supportive Environment,Access to Sexual Health Education,Access to Sexual Health Services,Access to Over-the-Counter Contraceptives,Onsite Contraceptive Resources Usage,Sexual Health Education Usage,Sexual Health Services Usage,Cost Barrier,Barrier Not Relevant,Privacy Barrier,Male Condom (Past month),Sexual Lubricant (Past month),Female Condom (Past month),Latex Dam (Past month),Condom Use (Past month),Latex Dam Use (Past Month),Comfort of Acquisition (JIC Kit),Comfort of Acquisition (Online),Comfort of Acquisition (Drugstore),Comfort of Acquisition (Student Health Services),Comfort of Acquisition (Personal Health Clinic),Comfort of Acquisition (Vending Machine),Comfort of Acquisition (UMR Food Pantry),Comfort of Acquisition (RA or Student Group),Convenience of Acquisition (JIC Kit),Convenience of Acquisition (Online),Convenience of Acquisition (Drugstore),Convenience of Acquisition (Student Health Services),Convenience of Acquisition (Personal Health Clinic),Convenience of Acquisition (Vending Machine),Convenience of Acquisition (UMR Food Pantry),Convenience of Acquisition (RA or Student Group),STI Testing Barriers,Last Sexual Activity,Male Condom at Nothing besides JIC Kit,Male Condom at Drug Store,Male Condom at Online,Male Condom at Personal Health Clinic,Male Condom at Student Health Services,Male Condom at Vending Machines,Female Condom at Nothing besides JIC Kit,Female Condom at Drug Store,Female Condom at Online,Female Condom at Personal Health Clinic,Female Condom at RA or Campus Student Group,Female Condom at Student Health Services,Sexual Lubricant at Nothing besides JIC Kit,Sexual Lubricant at Drug Store,Sexual Lubricant at Online,Sexual Lubricant at Personal Health Clinic,Sexual Lubricant at Student Health Services,Latex Dams at Nothing besides JIC Kit,Latex Dams at Drug Store,Latex Dams at Online,Latex Dams at Personal Health Clinic,Latex Dams at Student Health Services,STI Testing Motivation (Past Month) from Family/Friend Recommendation,STI Testing Motivation (Past Month) from STI Symptoms,STI Testing Motivation (Past Month) from Unprotected Sex,STI Testing Motivation (Past Month) from Healthcare Provider Recommendation,STI Testing Motivation (Past Month) from Prefer Not to Say,STI Testing Motivation (Past Month) from New Sexual Relationship,STI Testing Motivation (Past Month) from Not Relevant,STI Testing Motivation (Past Month) from Partner Request,STI Testing Motivation (Past Month) from JIC Kit,JIC Kit Info from Campus Advert,JIC Kit Info from Welcome Week,JIC Kit Info from Friend,JIC Kit Info from Raptor Report,Free Condom Source at Campus Events,Free Condom Source at Health Services,Free Condom Source at None,Free Condom Source at Residence Halls,Free Condom Source at Food Pantry,Free Condom Source at 318 Commons,Free Condom Source at Unaware of location,Free Condom Source at UMR Involvement Fair,Condoms Obtained from Campus Event,Condoms Obtained from Campus Clinic,Condoms Obtained from Friend,Condoms Obtained from Not in 22-23,Condoms Obtained from Off-campus Clinic,Condoms Obtained from Store,Condoms Obtained from Residence Hall,Condoms Obtained from Partner
9/12/22 12:00,9/12/22 12:07,Survey Preview,100,TRUE,Freshman,FT,On-campus,Female,Female,White,N,Heterosexual,Unsure,No,Yes,Easy Access,Uncertain,Uncertain,1,0,0,1,0,1,Yes,Future,Future,Future,Always,Rarely,Very comfortable,Very comfortable,Neutral,Neutral,Comfortable,Uncomfortable,Very comfortable,Uncomfortable,Very convenient,Very convenient,Convenient,Neutral,Convenient,Neutral,Very convenient,Inconvenient,Parental Concerns,Never,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9/12/22 14:27,9/12/22 14:32,Survey Preview,100,TRUE,Sophomore,FT,Off-campus,Female,Female,White,N,Heterosexual,Unsure,No,Yes,Minimum Access,Minimum Access,Uncertain,1,1,1,0,0,1,No,Future,No,No,Mostly,Never,Comfortable,Comfortable,Neutral,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Positive Test Fear,Past month,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9/13/22 12:39,9/13/22 12:43,Survey Preview,100,TRUE,Freshman,FT,On-campus,Female,Female,White,N,Heterosexual,Yes,Yes,Yes,Easy Access,Easy Access,Easy Access,1,0,1,1,0,1,Yes,Yes,No,No,Sometimes,Never,Comfortable,Comfortable,Neutral,Neutral,Neutral,Uncomfortable,Neutral,Very uncomfortable,Very convenient,Convenient,Neutral,Convenient,Neutral,Inconvenient,Neutral,Inconvenient,Time Constraints,Past week,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9/13/22 13:08,9/13/22 13:12,Survey Preview,100,TRUE,Senior,FT,Off-campus,Female,Female,Asian / Pacific Islander,N,Heterosexual,No,Yes,Yes,Minimum Access,Minimum Access,Minimum Access,1,1,1,1,0,0,No,No,No,No,Rarely,Never,Very comfortable,Very comfortable,Very comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Convenient,Very convenient,Very convenient,Neutral,Convenient,Neutral,Neutral,Neutral,Not Relevant,Past week,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
9/13/22 16:42,9/13/22 16:53,Survey Preview,100,TRUE,Sophomore,FT,On-campus,Male,Male,Asian / Pacific Islander,N,Heterosexual,Unsure,Yes,Yes,Easy Access,Easy Access,Minimum Access,1,0,1,1,0,1,Yes,Future,No,No,Always,NA,Comfortable,NA,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Convenient,Convenient,Convenient,Convenient,Convenient,Neutral,Neutral,Neutral,Positive Test Fear,Past month,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
9/14/22 10:05,9/14/22 10:11,Survey Preview,100,TRUE,Junior,FT,On-campus,Female,Female,White,N,Prefer not to say,Unsure,Yes,Yes,Easy Access,Easy Access,Minimum Access,1,1,1,1,0,0,Future,Future,Future,Future,NA,NA,Neutral,Neutral,Uncomfortable,Neutral,Comfortable,Uncomfortable,Comfortable,Neutral,Convenient,Inconvenient,Inconvenient,Neutral,Inconvenient,Convenient,Very convenient,Neutral,Cost,Past 1-6 months,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
9/15/22 9:01,9/15/22 11:37,IP Address,100,TRUE,Freshman,FT,On-campus,Female,Female,Asian / Pacific Islander,N,Heterosexual,Unsure,Yes,Yes,Uncertain,Easy Access,Minimum Access,1,0,1,1,0,0,Yes,Future,Future,Future,Mostly,Rarely,Comfortable,Very comfortable,Comfortable,Uncomfortable,Neutral,Neutral,Comfortable,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,Believe Not Infected,Past month,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9/17/22 18:17,9/17/22 18:22,IP Address,100,TRUE,Junior,FT,Off-campus,Female,Female,White,N,Bisexual,Unsure,Yes,Yes,Uncertain,Uncertain,Uncertain,1,0,0,1,0,0,Future,Future,Future,Future,NA,NA,Comfortable,Very comfortable,Comfortable,Neutral,Comfortable,Neutral,Neutral,Neutral,Convenient,Very convenient,Convenient,Neutral,Neutral,Neutral,Neutral,Neutral,Not Sexually Active,More than 6 months,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
9/19/22 14:59,9/19/22 15:05,Survey Preview,100,TRUE,Junior,FT,On-campus,Female,Female,Black or African American,N,Heterosexual,No,No,Yes,Minimum Access,Minimum Access,No Access,0,1,1,1,0,1,No,No,No,No,NA,NA,Very comfortable,Uncomfortable,Very uncomfortable,Uncomfortable,Uncomfortable,Neutral,Uncomfortable,Very uncomfortable,Very convenient,Convenient,Convenient,Neutral,Inconvenient,Convenient,Neutral,Inconvenient,Not Sexually Active,Never,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9/19/22 17:24,9/19/22 17:27,IP Address,100,TRUE,Junior,FT,On-campus,Female,Female,White,N,Bisexual,Yes,Yes,Yes,Minimum Access,Easy Access,Minimum Access,1,0,1,0,0,1,Future,Future,No,No,NA,NA,Comfortable,Very comfortable,Comfortable,Neutral,Comfortable,Neutral,Neutral,Uncomfortable,Convenient,Very convenient,Convenient,Convenient,Convenient,Neutral,Neutral,Neutral,Not Relevant,Never,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/20/22 13:38,9/20/22 13:45,IP Address,100,TRUE,Junior,FT,Off-campus,Female,Female,White,N,Heterosexual,Yes,Yes,Yes,No Access,Minimum Access,Minimum Access,1,0,1,1,0,1,Yes,No,No,No,Always,Never,Neutral,Very comfortable,Uncomfortable,Comfortable,Very comfortable,Uncomfortable,Neutral,Uncomfortable,Convenient,Very convenient,Convenient,Neutral,Inconvenient,Neutral,Neutral,Inconvenient,Believe Not Infected,Past week,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9/20/22 16:44,9/20/22 16:52,IP Address,100,TRUE,Junior,FT,Off-campus,Female,Female,White,N,Heterosexual,Unsure,Yes,Yes,No Access,Minimum Access,Minimum Access,0,0,0,1,0,1,Yes,Yes,No,No,Sometimes,Never,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Convenient,Believe Not Infected,Past month,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9/25/22 15:48,9/25/22 15:52,IP Address,100,TRUE,Freshman,FT,On-campus,Gender variant,Other,White,N,Bisexual,Yes,No,Yes,Easy Access,Easy Access,Minimum Access,1,1,1,1,0,1,Yes,Future,Future,Future,Always,Never,Comfortable,Neutral,Very uncomfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Very convenient,Convenient,Neutral,Inconvenient,Inconvenient,Inconvenient,Convenient,Neutral,Cost,Past week,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
9/20/22 17:43,9/20/22 17:47,IP Address,73,FALSE,Freshman,FT,On-campus,Male,Male,White,N,NA,Unsure,Yes,Yes,Uncertain,Easy Access,Uncertain,0,0,1,0,1,0,Yes,No,No,No,NA,NA,Very comfortable,Very comfortable,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/22 10:57,9/30/22 11:01,IP Address,100,TRUE,Sophomore,FT,Off-campus,Female,Female,White,N,Heterosexual,Yes,Yes,Yes,Easy Access,Easy Access,Uncertain,1,0,1,0,0,1,Yes,Future,No,No,Mostly,NA,Very comfortable,Very comfortable,Neutral,Uncomfortable,Very comfortable,Very uncomfortable,Very comfortable,Uncomfortable,Very convenient,Very convenient,Very convenient,Very convenient,Very convenient,Neutral,Convenient,Neutral,Believe Not Infected,Past 1-6 months,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
9/30/22 12:21,10/1/22 8:28,IP Address,100,TRUE,Sophomore,FT,Off-campus,Female,Female,Black or African American,N,Heterosexual,Unsure,Yes,Yes,Minimum Access,Uncertain,Uncertain,1,1,1,1,0,1,Future,Future,No,No,NA,NA,Very comfortable,Very comfortable,Neutral,Neutral,Neutral,Uncomfortable,Very uncomfortable,Neutral,Very convenient,Very convenient,Convenient,Convenient,Neutral,Convenient,Inconvenient,Neutral,Unsure of Testing Facilities,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
10/1/22 18:37,10/1/22 18:42,IP Address,100,TRUE,Sophomore,FT,Off-campus,Female,Female,White,N,Heterosexual,Unsure,Yes,Yes,Minimum Access,Minimum Access,Minimum Access,1,0,0,0,0,1,Yes,Yes,No,No,Sometimes,Never,Very comfortable,Uncomfortable,Very comfortable,Very comfortable,Very comfortable,Uncomfortable,Comfortable,Very comfortable,Very convenient,Neutral,Very convenient,Very convenient,Very convenient,Neutral,Very convenient,Convenient,Not Relevant,Past week,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
10/2/22 22:56,10/2/22 23:01,IP Address,100,TRUE,Sophomore,FT,On-campus,Female,Female,White,N,Heterosexual,Unsure,No,Yes,Minimum Access,Minimum Access,Minimum Access,1,0,1,1,0,1,Future,Future,Future,Future,Rarely,Rarely,Neutral,Comfortable,Neutral,Uncomfortable,Neutral,Very uncomfortable,Uncomfortable,Very uncomfortable,Very convenient,Convenient,Neutral,Neutral,Convenient,Very inconvenient,Inconvenient,Neutral,Parental Concerns,Past week,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10/3/22 9:51,10/3/22 9:56,IP Address,100,TRUE,Senior,FT,Off-campus,Female,Female,White,N,Heterosexual,Unsure,Yes,Yes,Minimum Access,Minimum Access,Minimum Access,1,0,1,1,0,0,Yes,Yes,No,No,Always,Never,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Uncomfortable,Neutral,Very uncomfortable,Very convenient,Convenient,Convenient,Neutral,Inconvenient,Neutral,Inconvenient,Inconvenient,Not Relevant,Past week,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
10/5/22 15:46,10/5/22 15:51,IP Address,100,TRUE,Senior,FT,Off-campus,Female,Female,White,N,Bisexual,Yes,Yes,Yes,No Access,No Access,Minimum Access,1,1,1,1,0,1,Yes,Yes,No,Future,Mostly,Never,Very comfortable,Very comfortable,Comfortable,Comfortable,Very comfortable,Uncomfortable,Neutral,Neutral,Very convenient,Very convenient,Convenient,Neutral,Inconvenient,Very inconvenient,Convenient,Convenient,Not Relevant,Past week,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10/6/22 14:36,10/6/22 14:41,IP Address,100,TRUE,Sophomore,FT,On-campus,Female,Female,White,N,Heterosexual,Unsure,No,Yes,Uncertain,Uncertain,Minimum Access,1,0,1,1,0,1,No,Future,Future,Future,Rarely,NA,Very comfortable,Very comfortable,Neutral,Very comfortable,Neutral,Comfortable,Comfortable,Uncomfortable,Very convenient,Very convenient,Neutral,Neutral,Inconvenient,Convenient,Very convenient,Inconvenient,Not Relevant,Past week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
10/6/22 17:18,10/6/22 18:36,IP Address,100,TRUE,Sophomore,FT,On-campus,Male,Male,Asian / Pacific Islander,N,Heterosexual,Yes,Yes,Yes,Easy Access,Easy Access,Easy Access,1,0,1,1,0,1,Yes,No,No,No,Always,NA,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Uncomfortable,Neutral,Very uncomfortable,Convenient,Convenient,Convenient,Convenient,Convenient,Very inconvenient,Convenient,Neutral,Prefer Not to Say,Past month,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
